Name of Bird,Genus,Species,Site,Date first seen,City (optional),County (optional),State,Country ,Continent,Comments,,,,,
Red-rumped Warbling-Finch,Poospiza,lateralis,Itatiaia NP,11/9/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Uniform Finch,Haplospiza,unicolor,Itatiaia NP,11/9/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Thick-billed Saltator,Saltator,maxillosus,Itatiaia NP,11/9/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
White-eyed Parakeet,Aratinga,leucophthalmus,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Sooty Swift,Cypseloides,fumigatus,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Scale-throated Hermit,Phaethornis,eurynome,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Surucua Trogon,Trogon,surrucura,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Red-breasted Toucan,Ramphastos,dicolorus,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
White-collared Foliage-gleaner,Anabazenops,fuscus,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
White-throated Woodcreeper,Xiphocolaptes,albicollis,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Black-billed Scythebill,Campylorhamphus,falcularius,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
White-bearded Antshrike,Biatas,nigropectus,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Ochre-rumped Antbird,Drymophila,ochropyga,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
White-shouldered Fire-eye,Pyriglena,leucoptera,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Rufous Gnateater,Conopophaga,lineata,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Black-capped Piprites,Piprites,pileatus,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Greenish Schiffornis,Schiffornis,virescens,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Brown Tanager,Orchesticus,abeillei,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Magpie Tanager,Cissopis,leveriana,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Green-winged Saltator,Saltator,similis,Itatiaia NP,11/10/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Slaty-breasted Wood-Rail,Aramides,saracura,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Blackish Rail,Pardirallus,nigricans,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
South American Snipe,Gallinago,paraguaiae,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Yellow-chinned Spinetail,Certhiaxis,cinnamomea,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Common Thornbird,Phacellodomus,rufifrons,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Yellow-bellied Elaenia,Elaenia,flavogaster,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Rufous-tailed Attila,Attila,phoenicurus,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Black-capped Donacobius,Donacobius,atricapillus,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Chalk-browed Mockingbird,Mimus,saturninus,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Curl-crested Jay,Cyanocorax,cristatellus,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Common Waxbill,Estrilda,astrild,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
White-bellied Seedeater,Sporophila,leucoptera,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Wedge-tailed Grass-Finch,Emberizoides,herbicola,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Chestnut-capped Blackbird,Agelaius,ruficapillus,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Yellow-rumped Marshbird,Pseudoleistes,guirahuro,Itatiaia NP,11/11/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Whistling Heron,Syrigma,sibilatrix,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Capped Heron,Pilherodius,pileatus,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Red-legged Seriema,Cariama,cristata,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Sapphire-spangled Emerald,Polyerata,lactea,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Three-toed Jacamar,Jacamaralcyon,tridactyla,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Little Woodpecker,Veniliornis,passerinus,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Green-barred Woodpecker,Colaptes,melanochloros,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Bertoni's Antbird,Drymophila,rubricollis,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Dusky-tailed Antbird,Drymophila,malura,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Southern Antpipit,Corythopis,delalandi,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
White-rumped Monjita,Xolmis,velata,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Brown-chested Martin,Progne,tapera,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Chestnut-vented Conebill,Conirostrum,speciosum,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Chestnut-headed Tanager,Pyrrhocoma,ruficeps,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Blackish-blue Seedeater,Amaurospiza,moesta,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Grassland Sparrow,Ammodramus,humeralis,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Red-breasted Blackbird,Sturnella,militaris,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Crested Oropendola,Psarocolius,decumanus,Brazil,11/12/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Rufous-capped Antshrike,Thamnophilus,ruficapillus,Pico da Caledonia,11/13/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Gray-winged Cotinga,Tijuca,condita,Pico da Caledonia,11/13/2010, , , ,Brazil,South America,  ,  ,  ,  ,  ,  
Xantus's Murrelet,Synthliboramphus,hypoleucus,Santa Barbara Channel,3/14/2011, , ,California,United States,North America,  ,  ,  ,  ,  ,  
Blackcap,Sylvia,atricapilla,Park Tete D'or,5/15/2012,Lyon,,,France,Eurasia,,,,,,
Common Chiffchaff,Phylloscopus,collybita,Scottish Highlands near Aberdeen,6/2/2012, , , ,United Kingdom,Eurasia,  ,  ,  ,  ,  ,  
Eurasian Treecreeper,Certhia,familiaris,Behind Packers' house,6/4/2012, Banchory, , ,United Kingdom,Eurasia,  ,  ,  ,  ,  ,  
Goosander,Mergus,merganser,Lake in Annecy,6/8/2012,Annecy,,,France,Eurasia,,,,,,
Common Black-Hawk,Buteogallus,anthracinus,Sycamore Canyon,4/25/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Black-chinned Hummingbird,Archilochus,alexandri,Sycamore Canyon,4/25/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Gray Vireo,Vireo,vicinior,Sycamore Canyon,4/25/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Lucy's Warbler,Vermivora,luciae,Sycamore Canyon,4/25/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Brewer's Sparrow,Spizella,breweri,Sycamore Canyon,4/25/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Gray Flycatcher,Empidonax,wrightii,Tavaschi Marsh,4/26/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Vermilion Flycatcher,Pyrocephalus,rubinus,Tavaschi Marsh,4/26/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Plumbeous Vireo,Vireo,plumbeus,Tavaschi Marsh,4/26/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Canyon Towhee,Pipilo,fuscus,Tavaschi Marsh,4/26/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Abert's Towhee,Pipilo,aberti,Tavaschi Marsh,4/26/2013,Cottonwood,,Arizona,United States,North America,,,,,,
Painted Redstart,Myloborus,pictus,Prescott area,4/27/2013,Prescott,,Arizona,United States,North America,,,,,,
Red-faced Warbler,Cardellina,rubrifons,Prescott area,4/27/2013,Prescott,,Arizona,United States,North America,,,,,,
Grace's Warbler,Dendroica,graciae,Prescott area,4/27/2013,Prescott,,Arizona,United States,North America,,,,,,
Virginia Warbler,Vermivora,virginiae,Prescott area,4/27/2013,Prescott,,Arizona,United States,North America,,,,,,
Olive Warbler,Peucedramus,taeniatus,Prescott area,4/27/2013,Prescott,,Arizona,United States,North America,,,,,,
Lazuli Bunting,Passerina,amoena,Burleigh Murray Ranch State Park,6/1/2013,Half Moon Bay,,California,United States,North America,,,,,,
Banded Lapwing,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Torresian Crow,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Magpie Lark,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Sliver Gull,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Little Friarbird,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Straw-necked Ibis,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Australian Darter,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Little Black Cormorant,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Black-faced Cuckoo-Shrike,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Australian Magpie,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Noisy Miner,,,Brisbane area,11/11/2013,Brisbane,,,Australia,Australia,,,,,,
Masked Lapwing,,,Trip to Daintree,11/12/2013,,,,Australia,Australia,,,,,,
Laughing Kookaburra,,,Trip to Daintree,11/12/2013,,,,Australia,Australia,,,,,,
Black Duck,,,Trip to Daintree,11/12/2013,,,,Australia,Australia,,,,,,
Royal Spoonbill,,,Trip to Daintree,11/12/2013,,,,Australia,Australia,,,,,,
Magpie Goose,,,Trip to Daintree,11/12/2013,,,,Australia,Australia,,,,,,
Tree Martin,,,Trip to Daintree,11/12/2013,,,,Australia,Australia,,,,,,
Pied Imperial Pigeon,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Yellow-spotted Honeyeater,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Mistletoebird,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Papuan Frogmouth,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Yellow Oriole,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Little Pied-Cormorant,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Metallic Starling,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
White-breasted Woodswallow,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Bar-shouldered Dove,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Forest Kingfisher,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Bush Stone-Curlew,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Sulfur-Crested Cockatoo,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
White-throated Needle-tail Swift,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Dollarbird,,,Daintree,11/12/2013,Daintree,,,Australia,Australia,,,,,,
Turtle Dove,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Shining Flycatcher,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Black Kite,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Figbird,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Great-billed Heron,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Pied Monarch,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Wompoo Fruit Dove,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Helmeted Friarbird,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Long-billed Geryone,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Hardhead Duck,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Great Cormorant,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Spangled Drongo,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Channel-billed Cuckoo,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Welcome Swallow,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Orange-footed Scrubfowl,,,Daintree River,11/13/2013,Daintree,,,Australia,Australia,,,,,,
Whistling Kite,,,Mossman Gorge,11/13/2013,Mossman,,,Australia,Australia,,,,,,
Rainbow Lorikeet,,,Mossman Gorge,11/13/2013,Mossman,,,Australia,Australia,,,,,,
Black Butcherbird,,,Mossman Gorge,11/13/2013,Mossman,,,Australia,Australia,,,,,,
Willie Wagtail,,,Mossman Gorge,11/13/2013,Mossman,,,Australia,Australia,,,,,,
Black-winged Stilt,,,Mossman Gorge,11/13/2013,Mossman,,,Australia,Australia,,,,,,
Australian Swiftlet,,,Mossman Gorge,11/13/2013,Mossman,,,Australia,Australia,,,,,,
Australasian Pipit,,,Daintree,11/14/2013,Daintree,,,Australia,Australia,,,,,,
Red-backed Fairy Wren,,,Daintree,11/14/2013,Daintree,,,Australia,Australia,,,,,,
Buff-breasted Paradise-Kingfisher,,,Daintree,11/14/2013,Daintree,,,Australia,Australia,Wow - probably one of my top 10 birds of all time. ,,,,,
Pheasant Coucal,,,Daintree,11/14/2013,Daintree,,,Australia,Australia,,,,,,
Golden-headed Cisticola,,,Daintree,11/14/2013,Daintree,,,Australia,Australia,,,,,,
Chestnut-breasted Mannakin,,,Daintree,11/14/2013,Daintree,,,Australia,Australia,,,,,,
Australian Brush-Turkey,,,Daintree,11/14/2013,Daintree,,,Australia,Australia,,,,,,
Beach Stone-Curlew,,,drive from Daintree to Cairns,11/14/2013,,,,Australia,Australia,,,,,,
Intermediate Egret,,,drive from Daintree to Cairns,11/14/2013,,,,Australia,Australia,,,,,,
Peaceful Dove,,,drive from Daintree to Cairns,11/14/2013,,,,Australia,Australia,,,,,,
Blue-faced Honeyeater,,,drive from Daintree to Cairns,11/14/2013,,,,Australia,Australia,,,,,,
Great Bowerbird,,,drive from Daintree to Cairns,11/14/2013,where we got our opals,,,Australia,Australia,,,,,,
Black-faced Woodswallow,,,drive from Daintree to Cairns,11/14/2013,,,,Australia,Australia,,,,,,
Australian White Ibis,,,drive from Daintree to Cairns,11/14/2013,,,,Australia,Australia,,,,,,
Red-winged Parrot,,,drive from Daintree to Cairns,11/14/2013,,,,Australia,Australia,,,,,,
Eastern Reef Egret,,,Cairns Harbor,11/15/2013,Cairns,,,Australia,Australia,,,,,,
Australian Pelican,,,Cairns Harbor,11/15/2013,Cairns,,,Australia,Australia,,,,,,
Scaly-breasted Parakeet,,,Kuranda,11/16/2013,Kuranda,,,Australia,Australia,,,,,,
White-faced Heron,,,Kuranda,11/16/2013,Kuranda,,,Australia,Australia,,,,,,
Black-fronted Dotterel,,,Cairns Harbor,11/17/2013,Cairns,,,Australia,Australia,,,,,,
Eastern Curlew,,,Cairns Harbor,11/17/2013,Cairns,,,Australia,Australia,,,,,,
Lesser Sand-Plover,,,Cairns Harbor,11/17/2013,Cairns,,,Australia,Australia,,,,,,
Terek Sandpiper,,,Cairns Harbor,11/17/2013,Cairns,,,Australia,Australia,,,,,,
Marsh Sandpiper,,,Cairns Harbor,11/17/2013,Cairns,,,Australia,Australia,,,,,,
Eastern Great Egret,,,Cairns Harbor,11/17/2013,Cairns,,,Australia,Australia,,,,,,
Little Egret,,,Cairns Harbor,11/17/2013,Cairns,,,Australia,Australia,,,,,,
Black-shouldered Kite,Elanus ,axillaris,Cairns Harbor,11/17/2013,Cairns,,,Australia,Australia,,,,,,
Crested Pigeon,,,Tamborine Mountain,11/18/2013,Brisbane,,,Australia,Australia,,,,,,
Crimson Rosella,,,Tamborine Mountain,11/18/2013,Brisbane,,,Australia,Australia,,,,,,
Dusky Moorhen,,,Tamborine Mountain,11/18/2013,Brisbane,,,Australia,Australia,,,,,,
Chestnut Teal,,,Tamborine Mountain,11/18/2013,Brisbane,,,Australia,Australia,,,,,,
Galah,,,Indooroopilly Golf Club,11/19/2013,Indooroopilly,,,Australia,Australia,,,,,,
Australian Wood Duck,,,Indooroopilly Golf Club,11/19/2013,Indooroopilly,,,Australia,Australia,,,,,,
Brahminy Kite,,,Indooroopilly Golf Club,11/19/2013,Indooroopilly,,,Australia,Australia,,,,,,
Collared Sparrowhawk,,,Indooroopilly Golf Club,11/19/2013,Indooroopilly,,,Australia,Australia,,,,,,
Little Eagle,,,Indooroopilly Golf Club,11/19/2013,Indooroopilly,,,Australia,Australia,,,,,,
Pied Currawong,,,Byron Bay,11/20/2013,Byron Bay,,,Australia,Australia,,,,,,
Rainbow Bee-eater,,,Byron Bay,11/21/2013,Byron Bay,,,Australia,Australia,,,,,,
Yellow-tailed Black-Cockatoo,,,Byron Bay,11/21/2013,Byron Bay,,,Australia,Australia,,,,,,
White-bellied Sea Eagle,,,Byron Bay,11/21/2013,Byron Bay,,,Australia,Australia,,,,,,
Short-tailed Shearwater,,,Byron Bay,11/21/2013,Byron Bay,,,Australia,Australia,,,,,,
Crested Tern,,,Byron Bay,11/21/2013,Byron Bay,,,Australia,Australia,,,,,,
White-Necked Heron,,,Lismore,11/22/2013,Lismore,,,Australia,Australia,,,,,,
Lewin's Honeyeater,,,Lismore,11/22/2013,Lismore,,,Australia,Australia,,,,,,
Superb Fairy Wren,,,Lismore,11/22/2013,Lismore,,,Australia,Australia,,,,,,
Gray Butcherbird,,,Lismore,11/22/2013,Lismore,,,Australia,Australia,,,,,,
Pied Cormorant,,,Sydney Harbor,11/23/2013,Sydney,,,Australia,Australia,,,,,,
New Holland Honeyeater,,,Watson Bay,11/24/2013,Sydney,,,Australia,Australia,,,,,,
Eastern Rosella,,,Train to Melbourne,11/25/2013,,,,Australia,Australia,,,,,,
Australian Raven,,,Train to Melbourne,11/25/2013,,,,Australia,Australia,,,,,,
White-winged Chough,,,Train to Melbourne,11/25/2013,,,,Australia,Australia,,,,,,
Brown Goshawk,,,Train to Melbourne,11/25/2013,,,,Australia,Australia,,,,,,
Emu,,,Train to Melbourne,11/25/2013,,,,Australia,Australia,,,,,,
Black Swan,,,Melbourne Park,11/26/2013,Melbourne,,,Australia,Australia,,,,,,
Purple Swamphen,,,Melbourne Park,11/26/2013,Melbourne,,,Australia,Australia,,,,,,
Red Wattlebird,,,Melbourne Park,11/26/2013,Melbourne,,,Australia,Australia,,,,,,
Cape Barren Goose,,,Churchill,11/27/2013,,,,Australia,Australia,,,,,,
White-plumed Honeyeater,,,Churchill,11/27/2013,,,,Australia,Australia,,,,,,
Australian Pied Oystercatcher,,,Churchill,11/27/2013,,,,Australia,Australia,,,,,,
White-naped Honeyeater,,,Churchill,11/27/2013,,,,Australia,Australia,,,,,,
Swamp Harrier,,,Churchill,11/27/2013,,,,Australia,Australia,,,,,,
Sooty Oysercatcher,,,Phillip Island,11/27/2013,,,,Australia,Australia,,,,,,
Little Penguin,,,Phillip Island,11/27/2013,,,,Australia,Australia,,,,,,
Australian King Parrot,,,Trip to 12 Apostles,11/28/2013,,,,Australia,Australia,,,,,,
Little Raven,,,Trip to 12 Apostles,11/28/2013,,,,Australia,Australia,,,,,,
Australian Gannet,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Variable Oystercatcher,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Red-Crowned Parakeet (Kakareke),,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Tui,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Bellbird,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Fantail,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Australian Quail,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Whitehead,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Stitchbird,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Pukeko,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
North Island Robin,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
New Zealand Pigeon,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Morepork (Ruru),,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Kokako,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Saddleback,,,Tiri Tiri Matangi,11/30/2013,Auckland,,,New Zealand,Australia,,,,,,
Black-billed Gull,,,Auckland to Queenstown,12/2/2013,,,,New Zealand,Australia,,,,,,
New Zealand Scaup,,,Auckland to Queenstown,12/2/2013,,,,New Zealand,Australia,,,,,,
Grey Duck,,,Auckland to Queenstown,12/2/2013,,,,New Zealand,Australia,,,,,,
Reef Heron,,,Auckland to Queenstown,12/2/2013,,,,New Zealand,Australia,,,,,,
Kea,,,Milford Sound,12/3/2013,,,,New Zealand,Australia,,,,,,
Black-fronted Tern,,,Milford Sound,12/3/2013,,,,New Zealand,Australia,,,,,,
Paradise Shelduck,,,Te Anau,12/4/2013,,,,New Zealand,Australia,,,,,,
Tomtit,,,Te Anau,12/4/2013,,,,New Zealand,Australia,,,,,,
Southern Crested Grebe,,,Te Anau,12/4/2013,,,,New Zealand,Australia,,,,,,
Silvereye,,,Te Anau,12/4/2013,,,,New Zealand,Australia,,,,,,
Praire Falcon,,,Del Puerto Canyon,4/29/2014,,,California,United States,North America,,,,,,
Tricolored Blackbird,,,Del Puerto Canyon,4/29/2014,,,California,United States,North America,,,,,,
Lawrence's Goldfinch,,,Del Puerto Canyon,4/29/2014,,,California,United States,North America,,,,,,
Cassin's Vireo,,,Mitchell Canyon,5/1/2014,,,California,United States,North America,,,,,,
White-faced Whistling-Duck,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,NOTE: site locations for all of Kenya are best-guess recollections for those days where we visited more than 1 site,,,,,
Egyptian Goose,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
Yellow-billed Duck,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
Red-billed Duck,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
Helmeted Guineafowl,,,Mountain Lodge,8/30/2015,,,,Kenya,Africa,,,,,,
Marabou Stork,,,Nairobi,8/30/2015,Nairobi,,,Kenya,Africa,,,,,,
Long-tailed Cormorant,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
Hamerkop,,,Ole Sereni,8/30/2015,Nairobi,,,Kenya,Africa,,,,,,
Gray Heron,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
Black-headed Heron,,,Blue Post Hotel,8/30/2015,Thika,,,Kenya,Africa,,,,,,
Sacred Ibis,,,Blue Post Hotel,8/30/2015,,,,Kenya,Africa,,,,,,
Hadada Ibis,,,Blue Post Hotel,8/30/2015,,,,Kenya,Africa,,,,,,
African Spoonbill,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
African Fish-Eagle,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
Gray Crowned-Crane,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
Speckled Pigeon,,,Blue Post Hotel,8/30/2015,Thika,,,Kenya,Africa,,,,,,
Delegorgue's Pigeon,,,Blue Post Hotel,8/30/2015,Thika,,,Kenya,Africa,,,,,,
Dusky Turtle-Dove,,,Blue Post Hotel,8/30/2015,Thika,,,Kenya,Africa,,,,,,
Red-eyed Dove,,,Ole Sereni,8/30/2015,,,,Kenya,Africa,,,,,,
Hartlaub's Turaco,,,Blue Post Hotel,8/30/2015,,,,Kenya,Africa,,,,,,
Little Swift,,,Ole Sereni,8/30/2015,,,,Kenya,Africa,,,,,,
Speckled Mousebird,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
Pied Kingfisher,,,Sagana Fish Ponds,8/30/2015,,,,Kenya,Africa,,,,,,
